pg_id:ID(Book),title,language
30526,Illustrations of The Book of Job,en
30527,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 2",en
30528,The Day of the Dog,en
30529,A Stake in the Land,en
3053,Signs of Change,en
30530,Skipper Worse,en
30531,"A Vindication of the Seventh-Day Sabbath and the Commandments of God With a Further History of God's Peculiar People from 1847-1848",en
30532,"Astounding Stories, May, 1931",en
30533,Genera and Subgenera of Chipmunks,en
30534,"Punch, or the London Charivari, Vol. 98, April 12, 1890",en
30535,El origen del pensamiento,es
30537,"The Royal Book of Oz In which the Scarecrow goes to search for his family tree and discovers that he is the Long Lost Emperor of the Silver Island",en
30538,New Worlds For Old: A Plain Account of Modern Socialism,en
30539,The Terrible Answer,en
3054,Volcanic Islands,en
30540,The Gates Between,en
30541,"A Treatise on Anatomy, Physiology, and Hygiene (Revised Edition)",en
30542,Berenice,en
30543,Nas Cinzas,pt
30544,五孝傳,zh
30545,"The A, B, C. With the Church of England Catechism",en
30546,George Brown,en
30547,"The Thirteen Little Black Pigs, and Other Stories",en
30548,"The Shores of the Adriatic The Austrian Side, The Küstenlande, Istria, and Dalmatia",en
30549,"The Twentieth Century American Being a Comparative Study of the Peoples of the Two Great Anglo-Saxon Nations",en
3055,The Wood Beyond the World,en
30550,Finn The Wolfhound,en
30551,The Humourous Story of Farmer Bumpkin's Lawsuit,en
30552,"Birds, Illustrated by Color Photography, Vol. 2, No. 4 October, 1897",en
30553,Les aventures du roi Pausole,fr
30554,The Adventure League,en
30555,Little Meg's Children,en
30556,Sleep Walking and Moon Walking: A Medico-Literary Study,en
30557,"LILRC Interlibrary Loan Manual: January, 1976",en
30558,Claim Number One,en
30559,Eighth Reader,en
3056,Wessex Tales,en
30560,Music: An Art and a Language,en
30561,"His Last Week The Story of the Passion and Resurrection of Jesus in the Words of the Four Gospels",en
30562,Unfinished Portraits: Stories of Musicians and Artists,en
30563,"The Evolution of the Country Community A Study in Religious Sociology",en
30564,"Before and after Waterloo Letters from Edward Stanley, sometime Bishop of Norwich (1802; 1814; 1816)",en
30565,"The Art of Lecturing Revised Edition",en
30566,Opúsculos por Alexandre Herculano - Tomo 03,pt
30567,The Bondboy,en
30568,"Kipling Stories and Poems Every Child Should Know, Book II",en
30569,"Punch, or the London Charivari, Vol. 98, 19 April 1890",en
30570,Grosser Lärm,de
30571,Fanny: estudo,pt
30572,Silver and Gold: A Story of Luck and Love in a Western Mining Camp,en
30573,Why I Preach the Second Coming,en
30574,Shadow Mountain,en
30575,"Punch, or the London Charivari, Vol. CL, April 26, 1916",en
30576,"Slave Narratives: a Folk History of Slavery in the United States From Interviews with Former Slaves Texas Narratives, Part 1",en
30577,Told in the Coffee House: Turkish Tales,en
30578,Wunpost,en
30579,The Shepherd Of My Soul,en
3058,"A Changed Man, and Other Tales",en
30580,"The Fairy Books of Andrew Lang A Project Gutenberg Linked Index to All Stories in the 12 Volumes",en
30581,"Notes in North Africa Being a Guide to the Sportsman and Tourist in Algeria and Tunisia",en
30582,"Atar-Gull, Un Corsaire, Le Parisien en Mer, Voyages et Aventures sur Mer de Narcisse Gelin. romans maritimes.",fr
30583,The Asses of Balaam,en
30584,"The Covent Garden Theatre, or Pasquin Turn'd Drawcansir",en
30585,A Diplomatic Adventure,en
30586,"The Exploits of Juve Being the Second of the Series of the ""Fantômas"" Detective Tales",en
30587,La Femme de Paul,fr
30588,"The Pony Rider Boys in Alaska; Or, The Gold Diggers of Taku Pass",en
30589,"The Continental Dragoon A Love Story of Philipse Manor-House in 1778",en
3059,The Iliad,en
30590,"The Greville Memoirs, Part 1 (of 3), Volume 2 (of 3) A Journal of the Reigns of King George IV and King William IV",en
30591,"The Greville Memoirs, Part 1 (of 3), Volume 3 (of 3) A Journal of the Reigns of King George IV and King William IV",en
30592,Achter de schermen,nl
30593,"Punch, or the London Charivari, Vol. CLVIII, January 7, 1920",en
30594,"Notes and Queries, Number 215, December 10, 1853 A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en
30595,"Notes and Queries, Number 216, December 17, 1853 A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en
30596,General Bramble,en
30597,"The Battle of Atlanta and Other Campaigns, Addresses, Etc.",en
30598,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 9",en
30599,Collected Poems: Volume Two,en
306,The Early Short Fiction of Edith Wharton — Part 2,en
3060,Römische Geschichte — Band 1,de
30600,The Pines of Lory,en
30601,"How to Analyze People on Sight Through the Science of Human Analysis: The Five Human Types",en
30602,Histoire de France 1618-1661 (Volume 14/19),fr
30603,"Histoire du Consulat et de l'Empire, (Vol. 03 / 20) faisant suite à l'Histoire de la Révolution Française",fr
30604,"Les Rois Frères de Napoléon Ier Documents inédits relatifs au premier Empire",fr
30605,Spagna,it
30606,The Landleaguers,en
30607,"Australia, its history and present condition containing an account both of the bush and of the colonies, with their respective inhabitants",en
30608,Christology of the Old Testament: And a Commentary on the Messianic Predictions. Vol. 2,en
30609,"The Message and the Man: Some Essentials of Effective Preaching",en
3061,Römische Geschichte — Band 2,de
30610,History of Human Society,en
30611,"The Atlantic Monthly, Volume 15, No. 90, April, 1865 A Magazine of Literature, Art, and Politics",en
30612,Records of Later Life,en
30613,Ομήρου Οδύσσεια Τόμος Α,el
30614,Ομήρου Οδύσσεια Τόμος Β,el
30615,Ομήρου Οδύσσεια Τόμος Γ,el
30616,Ομήρου Οδύσσεια Τόμος Δ,el
30617,A Danish Parsonage,en
30618,Wings of the Wind,en
30619,"Epistle Sermons, Vol. 3: Trinity Sunday to Advent",en
3062,Römische Geschichte — Band 3,de
30620,Two New Pelycosaurs from the Lower Permian of Oklahoma,en
30621,"Ancient art of the province of Chiriqui, Colombia Sixth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1884-1885, Government Printing Office, Washington, 1888, pages 3-188",en
30622,The Unknown Quantity: A Book of Romance and Some Half-Told Tales,en
30623,The Missourian,en
30624,"Alexander the Great Makers of History",en
30625,"Punch, or the London Charivari, Vol. 98, May 3, 1890.",en
30626,"Birds, Illustrated by Color Photography, Vol. 1, No. 2 February, 1897",en
30627,In the Heart of a Fool,en
30628,Das rasende Leben: Zwei Novellen,de
30629,Chicken Little Jane on the Big John,en
3063,Römische Geschichte — Band 4,de
30630,A Guide to Men: Being Encore Reflections of a Bachelor Girl,en
30631,Die Colonie: Brasilianisches Lebensbild. Erster Band.,de
30632,"Homeland Security Act of 2002 Updated Through October 14, 2008",en
30633,Projet de la constitution française de 1791,fr
30634,The Naples Riviera,en
30635,"The Talking Thrush, and Other Tales from India",en
30636,The Somnambulist and the Detective; The Murderer and the Fortune Teller,en
30637,"Writings in the United Amateur, 1915-1922",en
30638,La fille du capitaine,fr
30639,"Border, Breed Nor Birth",en
3064,Römische Geschichte — Band 5,de
30640,Anything Once,en
30641,"Notes and Queries, Number 232, April 8, 1854 A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en
30642,Aurora the Magnificent,en
30643,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 15",en
30644,"Notes and Queries, Number 233, April 15, 1854 A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en
30645,"Stories of Boys and Girls Who Loved the Saviour A Token for Children",en
30646,Woman under socialism,en
30647,Mystery at Geneva: An Improbable Tale of Singular Happenings,en
30648,An Ocean Tramp,en
30649,Last Resort,en
3065,Römische Geschichte — Band 8,de
30650,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 21",en
30651,Paris from the Earliest Period to the Present Day; Volume 1,en
30652,In The Seven Woods: Being Poems Chiefly of the Irish Heroic Age,en
30653,The Revenge: A Tragedy,en
30654,Oeuvres par Maximilien Robespierre — Miscellaneous,fr
30655,Ein Hungerkünstler,de
30656,The Purple Cow!,en
30657,"Sovereign Grace: Its Source, Its Nature and Its Effects",en
30658,Kamerplanten: Handboek tot het kweeken van planten in de kamer,nl
30659,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 14",en
3066,The Red Man's Continent: A Chronicle of Aboriginal America,en
30660,"Discourses on a Sober and Temperate Life Wherein is demonstrated, by his own Example, the Method of Preserving Health to Extreme Old Age",en
30661,Pedagogics as a System,en
30662,The Story of a New York House,en
30663,Dal primo piano alla soffitta,it
30664,Callista : a Tale of the Third Century,en
30665,Gossip in the First Decade of Victoria's Reign,en
30666,"Birds, Illustrated by Color Photography, Vol. 1, No. 6 June, 1897",en
30667,The Tale of Old Dog Spot,en
30668,"Daisy's Necklace, and What Came of It",en
30669,"A Father of Women, and Other Poems",en
3067,Hard Cash,en
30670,Mr. Chipfellow's Jackpot,en
30671,"The Brownings, Their Life and Art",en
30672,"Eidolon; or, The Course of a Soul; and Other Poems",en
30673,Sound of Terror,en
30674,Famous Firesides of French Canada,en
30675,"Presbyterian Worship: Its Spirit, Method and History",en
30676,Primary Handwork,en
30677,"Birds, Illustrated by Color Photography, Vol. 2, No. 5 November 1897",en
30678,"Supplement to ""Punch"", 16th December 1914 The Unspeakable Turk",en
30679,The Trouble with Telstar,en
3068,Washington Square Plays,en
30680,All Day Wednesday,en
30681,"Nanny Merry or, What Made the Difference?",en
30682,Buxton and its Medicinal Waters,en
30683,The Unthinking Destroyer,en
30684,The Boys of '98,en
30685,"Encyclopaedia Britannica, 11th Edition, ""Demijohn"" to ""Destructors"" Volume 8, Slice 2",en
30686,Little Tales of The Desert,en
30687,"The Lord of Misrule, and Other Poems",en
30688,Letters of a Radio-Engineer to His Son,en
30689,The Brass Bottle,en
3069,The Great Boer War,en
30690,The Casual Ward: Academic and Other Oddments,en
30691,"Astounding Stories of Super-Science, December 1930",en
30692,Sir Tom,en
30693,"Renaissance Fancies and Studies Being a Sequel to Euphorion",en
30694,"Punch, or the London Charivari, Vol. 98, 1890.05.10",en
30695,Aus meinem Leben,de
30696,Vingt années de Paris,fr
30697,Alaska Days with John Muir,en
30698,Aces Up,en
30699,Alexandre Herculano,pt
307,"Three Elephant Power, and Other Stories",en
3070,The Hound of the Baskervilles,en
30700,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 4",en
30701,A Critique of the Theory of Evolution,en
30702,Mensonges,fr
30703,Fantôme d'Orient,fr
30704,"The Record of Nicholas Freydon An Autobiography",en
30705,The Happy Man,en
30706,"The Rain Cloud or, An Account of the Nature, Properties, Dangers and Uses of Rain in Various Parts of the World",en
30707,"Cyrus the Great Makers of History",en
30708,"History of the Rise of the Huguenots Volume 2",en
30709,God and the World: A Survey of Thought,en
3071,"The Golden Slipper, and Other Problems for Violet Strange",en
30710,"The Origins and Destiny of Imperial Britain Nineteenth Century Europe",en
30712,Combat,en
30713,Captain Pott's Minister,en
30714,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 25",en
30715,Where There's Hope,en
30716,El Internet y los idiomas [alrededor del año 2000],es
30717,East Anglia: Personal Recollections and Historical Associations,en
30718,An Outline of Occult Science,en
30719,Νεφέλαι,el
3072,Andersonville: A Story of Rebel Military Prisons,en
30720,Happy Days for Boys and Girls,en
30721,Robert Burns,en
30722,Subjectivity,en
30723,Fathers and Children,en
30724,Absolution,en
30725,Marocco,it
30726,Cole's Funny Picture Book No. 1,en
30727,"Motor Boat Boys Down the Coast; or, Through Storm and Stress to Florida",en
30728,Oneness,en
30729,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 3",en
3073,Pioneers of the Old Southwest: a chronicle of the dark and bloody ground,en
30730,The Hound of Heaven,en
30731,Industrial Conspiracies,en
30732,The Son of His Mother,en
30733,The Fate of Felix Brand,en
30735,"Bedenkingen tegen de Leer van Darwin Gevolgd door beschouwingen over eenige philosophische onderwerpen.",nl
30736,Clark's Field,en
30737,"My Schools and Schoolmasters; Or, The Story of My Education",en
30738,"Opera nova amorosa, vol. 1 Strambotti, sonetti, capitoli, epistole et una disperata",it
30739,"Punch, or the London Charivari, Vol. 98, March 29, 1890",en
3074,The Burgess Bird Book for Children,en
30740,Men of the Bible,en
30741,"Ερυξίας, Αξίοχος, Αλκυών",el
30742,Anything You Can Do!,en
30743,"The Philosophy of Evolution Together With a Preliminary Essay on The Metaphysical Basis of Science",en
30744,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 5",en
30745,Calamities and Quarrels of Authors,en
30746,The Last Straw,en
30747,"Seaport in Virginia George Washington's Alexandria",en
30748,Ευθύφρων,el
30749,"Ringan Gilhaize, or, The Covenanters",en
3075,The Return,en
30750,The Sex Worship and Symbolism of Primitive Races: An Interpretation,en
30751,"De Geschiedenis van Woutertje Pieterse, Deel 2 Uit de 'ideen' verzameld",nl
30752,"Vestiges of the Mayas or, Facts Tending to Prove That Communications and Intimate Relations Must Have Existed, in Very Remote Times, Between the Inhabitants of Mayab and Those of Asia and Africa",en
30753,Der Mord,de
30754,"The Stones of Venice, Volume 1 (of 3)",en
30755,"The Stones of Venice, Volume 2 (of 3),",en
30756,"The Stones of Venice, Volume 3 (of 3)",en
30757,Perhe: Kuvauksia jokapäiväisestä elämästä,fi
30758,"Communism and Christianism Analyzed and Contrasted from the Marxian and Darwinian Points of View",en
30759,Exit Betty,en
3076,Ten Days That Shook the World,en
30760,"My Private Menagerie from The Works of Theophile Gautier Volume 19",en
30761,The Minus Woman,en
30762,Der Moses des Michelangelo,de
30763,Am I Still There?,en
30764,Ham Sandwich,en
30765,"News Writing The Gathering , Handling and Writing of News Stories",en
30766,"Chiose alla cantica dell'Inferno di Dante Alighieri pubblicate per la prima volta in corretta lezione con riscontri e fac-simili di codici, e precedute da una indagine critica",it
30767,New Apples in the Garden,en
30768,Sowing and Reaping,en
30769,"The Baptist Magazine, Vol. 27, January, 1835",en
3077,Original Short Stories — Volume 01,en
30770,The Right Time,en
30771,L'ignoto: Novelle,it
30773,Dead Man's Planet,en
30774,Московия в представлении иностранцев XVI-XVII в.,ru
30775,"Elements of Chemistry, In a New Systematic Order, Containing all the Modern Discoveries",en
30776,"Materials and Methods of Fiction With an Introduction by Brander Matthews",en
30777,A Casa do Saltimbanco,pt
30778,"Rhymes and Meters A Practical Manual for Versifiers",en
30779,Les aventures de Télémaque suivies des aventures d'Aritonoüs,fr
3078,Original Short Stories — Volume 02,en
30780,The First Seventeen Years: Virginia 1607-1624,en
30781,Dictionnaire raisonné de l'architecture française du XIe au XVIe siècle - Tome 1 - (A),fr
30782,Dictionnaire raisonné de l'architecture française du XIe au XVIe siècle - Tome 2 - (A suite - C),fr
30783,Dictionnaire raisonné de l'architecture française du XIe au XVIe siècle - Tome 3 - (C suite),fr
30784,Dictionnaire raisonné de l'architecture française du XIe au XVIe siècle - Tome 4 - (C suite),fr
30785,Dictionnaire raisonné de l'architecture française du XIe au XVIe siècle - Tome 5 - (D - E- F),fr
30786,Dictionnaire raisonné de l'architecture française du XIe au XVIe siècle - Tome 6 - (G - H - I - J - K - L - M - N - O),fr
30787,Dictionnaire raisonné de l'architecture française du XIe au XVIe siècle - Tome 7 - (P),fr
30788,Dictionnaire raisonné de l'architecture française du XIe au XVIe siècle - Tome 8 - (Q suite - R - S),fr
30789,Dictionnaire raisonné de l'architecture française du XIe au XVIe siècle - Tome 9 - (T - U - V - Y - Z),fr
3079,Original Short Stories — Volume 03,en
30790,Kuningas Richard Toinen,fi
30791,With Joffre at Verdun: A Story of the Western Front,en
30792,"Lavengro: The Scholar, The Gypsy, The Priest",en
30793,"Geschichte von England seit der Thronbesteigung Jakob's des Zweiten. Zweiter Band",de
30794,"The Princess of Ponthieu (in) The New-York Weekly Magazine or Miscellaneous Repository",en
30795,The Song of Hiawatha: An Epic Poem,en
30796,The Dueling Machine,en
30797,The Thirst Quenchers,en
30798,Sonny,en
30799,The Gnôsis of the Light,en
308,Three Men in a Boat,en
3080,Original Short Stories — Volume 04,en
30800,Nature Myths and Stories for Little Children,en
30801,Opúsculos por Alexandre Herculano - Tomo 06,pt
30802,"Commentaries on the Laws of England, Book the First",en
30803,"Books Before Typography A Primer of Information About the Invention of the Alphabet and the History of Book-Making up to the Invention of Movable Types Typographic Technical Series for Apprentices #49",en
30804,"Applied Design for Printers A Handbook of the Principles of Arrangement, with Brief Comment on the Periods of Design Which Have Most Strongly Influenced Printing Typographic Technical Series for Apprentices #43",en
30805,Espada da Justiça Sobre os Reos do Horroroso Delicto Praticado no Navio Pelos que Morreraõ Enforcados aos 14 de Agosto de 1781,pt
30806,Apontamentos para a Biographia do Cidadão José da Silva Passos,pt
30807,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 7",en
30808,History of Farming in Ontario,en
30809,Aunt Charlotte's Stories of Greek History,en
3081,Original Short Stories — Volume 05,en
30810,The Wolf Patrol: A Tale of Baden-Powell's Boy Scouts,en
30811,The Moving Finger,en
30812,With the French in France and Salonika,en
30813,"Notes and Queries, Number 234, April 22, 1854 A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en
30814,Die Colonie: Brasilianisches Lebensbild. Zweiter Band.,de
30815,The Hate Disease,en
30816,A World by the Tale,en
30817,The Beggar Man,en
30818,"Punch, or the London Charivari, Vol. 98, January 25th, 1890",en
30819,Old Roads and New Roads,en
3082,Original Short Stories — Volume 06,en
30820,If Your Baby Must Travel in Wartime,en
30821,Beantwortung der Frage: Was ist Aufklärung?,de
30822,"Campaign of Battery D, First Rhode Island Light Artillery",en
30823,Memoirs of Life and Literature,en
30824,"The Rushton Boys at Treasure Cove; Or, The Missing Chest of Gold",en
30825,"The Camp Fire Girls on Ellen's Isle; Or, The Trail of the Seven Cedars",en
30826,Gold,en
30827,The Count's Chauffeur,en
30828,The Barbarians,en
30829,"Our Young Folks—Vol. I, No. II, February 1865 An Illustrated Magazine for Boys and Girls",en
3083,Original Short Stories — Volume 07,en
30830,Weeds by the Wall: Verses,en
30831,Le Piccinino,fr
30832,Nor Iron Bars a Cage....,en
30833,The Eyes Have It,en
30834,Fairy Tales from the German Forests,en
30835,A Country Gentleman and his Family,en
30836,Seven Keys to Baldpate,en
30837,A City Schoolgirl and Her Friends,en
30838,"Ashton-Kirk, Criminologist",en
30839,"La strega, ovvero, degli inganni de' demoni: dialogo",it
3084,Original Short Stories — Volume 08,en
30840,"The Girls of Central High on Lake Luna; Or, The Crew That Won",en
30841,"The Rover Boys in the Land of Luck; Or, Stirring Adventures in the Oil Fields",en
30842,Poems of West & East,en
30843,Massenpsychologie und Ich-Analyse,de
30844,"""To Invade New York....""",en
30845,The Boys and I: A Child's Story for Children,en
30847,"Compound Words Typographic Technical Series for Apprentices #36",en
30848,Mrs. Cliff's Yacht,en
30849,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 20",en
3085,Original Short Stories — Volume 09,en
30850,"Philippine Mats Philippine Craftsman Reprint Series No. 1",en
30852,"The Tin Woodman of Oz A Faithful Story of the Astonishing Adventure Undertaken by the Tin Woodman, assisted by Woot the Wanderer, the Scarecrow of Oz, and Polychrome, the Rainbow's Daughter",en
30853,Mrs. Raffles: Being the Adventures of an Amateur Crackswoman,en
30854,"The Voice: Its Production, Care and Preservation",en
30855,The Wife of Sir Isaac Harman,en
30856,"Bom senso e bom gosto : resposta à carta que o sr. Antero de Quental dirigiu ao sr. Antonio Feliciano de Castilho Segunda edição augmentada e seguida de uma carta sabre o mesmo assumpto",pt
30857,"O Oraculo do Passado, do presente e do Futuro (5/7) Parte Quinta: O oraculo das Sinas",pt
30858,Os Litteratos em Lisboa: Poemeto,pt
30859,Questão do Palheiro: Coimbrões e Lisboetas,pt
3086,Original Short Stories — Volume 10,en
30860,Ruby at School,en
30861,Breakfasts and Teas: Novel Suggestions for Social Occasions,en
30862,"The Atlantic Monthly, Volume 15, No. 91, May, 1865 A Magazine of Literature, Art, and Politics",en
30863,A Castle in Spain: A Novel,en
30864,"The Missing Tin Box; Or, The Stolen Railroad Bonds",en
30865,My Three Years in America,en
30866,Analysis of Mr. Mill's System of Logic,en
30867,What Need of Man?,en
30868,The Come Back,en
30869,Thin Edge,en
3087,Original Short Stories — Volume 11,en
30870,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 11",en
30871,Legends & Romances of Brittany,en
30873,His Lordship's Leopard: A Truthful Narration of Some Impossible Facts,en
30874,The Land of Look Behind,en
30875,"Maria Antoinette Makers of History",en
30876,Eternal Life,en
30877,"The Painter in Oil A complete treatise on the principles and technique necessary to the painting of pictures in oil colors",en
30878,"Il re dei re, vol. 1 Convoglio diretto nell'XI secolo",it
30879,"The Life of Blessed John B. Marie Vianney, Curé of Ars With a Novena and Litany to this Zealous Worker in the Vineyard of the Lord",en
3088,Original Short Stories — Volume 12,en
30880,Pope Adrian IV: An Historical Sketch,en
30881,Two Little Women,en
30882,God and Mr. Wells: A Critical Examination of 'God the Invisible King',en
30883,"Abessinien, das Alpenland unter den Tropen und seine Grenzländer",de
30884,Step IV,en
30885,Heart,en
30886,Vampyrismus,de
30887,"George Borrow Times Literary Supplement, 10th July 1903",en
30888,The American Church Dictionary and Cyclopedia,en
30889,The Mechanism of the Human Voice,en
3089,Original Short Stories — Volume 13,en
30890,Les Aventures De Tom Sawyer,ca
30891,The Co-Citizens,en
30892,De Las Islas Filipinas,es
30893,The Little Book of the Flag,en
30894,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 23",en
30895,"Rembrandt and His Etchings A Compact Record of the Artist's Life, His Work and his Time. With the complete Chronological List of his Etchings",en
30896,When Ghost Meets Ghost,en
30897,"A Little Housekeeping Book for a Little Girl; Or, Margaret's Saturday Mornings",en
30898,A New Bog Lemming (Genus Synaptomys) From Nebraska,en
30899,The Man Who Did Not Die: The Story of Elijah,en
309,Rhymes of a Rolling Stone,en
3090,Complete Original Short Stories of Guy De Maupassant,en
30900,The Tyranny of God,en
30901,Fee of the Frontier,en
30902,Expediter,en
30903,El Filibusterismo (Continuación del Noli me tángere),es
30904,Glossaire du patois normand,fr
30905,The Boarded-Up House,en
30906,"Mémoires inédits de Mademoiselle George, publiés d'après le manuscrit original",fr
30907,Rosemary in Search of a Father,en
30908,The Bible in its Making: The most Wonderful Book in the World,en
30909,The Church: Her Books and Her Sacraments,en
3091,Eight Hundred Leagues on the Amazon,en
30910,The Queen Against Owen,en
30911,The Demi-Urge,en
30912,"Récits d'une tante (Vol. 4 de 4) Mémoires de la Comtesse de Boigne, née d'Osmond",fr
30913,"Mémoires du prince de Talleyrand, Volume 3 (of 5)",fr
30914,"The Corner House Girls Growing Up What Happened First, What Came Next. And How It Ended",en
30915,Mon frère et moi; souvenirs d'enfance et de jeunesse,fr
30916,A New Long-eared Myotis (Myotis evotis) From Northeastern Mexico,en
30917,Cours familier de Littérature - Volume 04,fr
30918,Cours familier de Littérature - Volume 05,fr
30919,A mulher; Os Portuguezes em Tanger,pt
3092,The Conquest of New France; A Chronicle of the Colonial Wars,en
30920,Musa Cerula,pt
30921,Quadros de historia portugueza,pt
30922,Vie de Christophe Colomb,fr
30923,"Histoire de l'Émigration pendant la Révolution Française Tome 2-Du 18 fructidor au 18 brumaire",fr
30924,"Thirty-Seven Days of Peril from Scribner's Monthly Vol III Nov. 1871",en
30925,The Wilderness Trail,en
30926,Notas d'arte,pt
30927,Jack of No Trades,en
30928,Olli Akselinpoika ja hänen perheensä: eli Inkvisitioni-vankeus Sorön luostarissa,fi
30929,Het loterijbriefje,nl
3093,The Eve of the Revolution; A Chronicle of the Breach with England,en
30930,L'idée de Dieu dans la philosophie religieuse de la Chine,fr
30931,The Ethnology of the British Islands,en
30932,Before Egypt,en
30933,Sherlock Holmes: De Agra-Schat,nl
30934,Venice Preserved: A Tragedy,en
30935,"Encyclopaedia Britannica, 11th Edition, ""Constantine Pavlovich"" to ""Convention"" Volume 7, Slice 2",en
30936,Handboek voor den kaasmaker in Nederland,nl
30937,"Punch, or the London Charivari, Volume 98, May 17, 1890.",en
30938,Polly's Senior Year at Boarding School,en
30939,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 12",en
3094,Red Eve,en
30940,Peggy Owen and Liberty,en
30942,Extensions of Known Ranges of Mexican Bats,en
30943,"Harper's New Monthly Magazine, Volume 2, No. 12, May, 1851.",en
30944,Lectures Delivered in America in 1874,en
30945,Memoria ácerca dos Portuguezes na Abyssinia,pt
30946,Amôres d'um deputado,pt
30947,Scenas da Aldeia,pt
30948,Coming to Grips with White Knuckles,en
30949,"Anselme Adorne, Sire de Corthuy, Pèlerin De Terre-Sainte Sa Famille, Sa Vie, Ses Voyages Et Son Temps",fr
3095,The Lady of the Shroud,en
30950,The Go Ahead Boys and the Treasure Cave,en
30951,"The Boy Allies with the Cossacks; Or, A Wild Dash over the Carpathians",en
30952,With Ethan Allen at Ticonderoga,en
30953,The Boy Scout and Other Stories for Boys,en
30954,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 13",en
30955,The Princess Idleways: A Fairy Story,en
30956,"History of the Great American Fortunes, Vol. I Conditions in Settlement and Colonial Times",en
30957,Adequate Preparation for the Teacher of Biological Sciences in Secondary Schools,en
30958,Jack Winters' Campmates,en
30959,"George Eliot Centenary, November 1919 Catalogue of Relics, Manuscrips, Prints, Paintings, Photographs & Books relating to George Eliot",en
3096,Beatrice,en
30960,The People of the Crater,en
30961,"The Rushton Boys at Rally Hall; Or, Great Days in School and Out",en
30962,An Apology for the Life of Mrs. Shamela Andrews,en
30963,A Knyght Ther Was,en
30964,The Ethical Engineer,en
30965,"Birds, Illustrated by Color Photography, Vol. 2, No. 6 December, 1897",en
30966,Miss Mouse and Her Boys,en
30967,"Slave Narratives: a Folk History of Slavery in the United States From Interviews with Former Slaves. Texas Narratives, Part 2",en
30968,A Sunny Little Lass,en
30969,"The Big Five Motorcycle Boys on the Battle Line; Or, With the Allies in France",en
3097,The Wanderer's Necklace,en
30970,Miss Cayley's Adventures,en
30971,Industrial Revolution,en
30972,Take the Reason Prisoner,en
30973,East of the Sun and West of the Moon: Old Tales from the North,en
30974,Jimbo: A Fantasy,en
30975,"Soil Culture Containing a Comprehensive View of Agriculture, Horticulture, Pomology, Domestic Animals, Rural Economy, and Agricultural Literature",en
30976,"Encyclopaedia Britannica, 11th Edition, Prependix of Volume 7 [Constantine Pavlovich to Demidov] Volume 7, Slice 1",en
30977,"La vie de Rossini, tome I",fr
30978,"La vie de Rossini, tome II",fr
30979,Nuala O'Malley,en
3098,"The Paths of Inland Commerce; A Chronicle of Trail, Road, and Waterway",en
30980,"Kidnapped at the Altar; Or, The Romance of that Saucy Jessie Bain",en
30982,An Introduction to Shakespeare,en
30983,"Knots, Bends, Splices With tables of strengths of ropes, etc. and wire rigging",en
30984,Gli avvenimenti di Sicilia e le loro cause,it
30985,The Mark of the Knife,en
30986,De varios colores,es
30987,"Porto Rico: Its History, Products and Possibilities",en
30988,The Junkmakers,en
30989,Mystery Ranch,en
3099,The Old Merchant Marine: A Chronicle of American Ships and Sailors,en
30990,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 16",en
30993,The Spectacle Man: A Story of the Missing Bridge,en
30994,"Œuvres complètes de lord Byron, Tome 10 comprenant ses mémoires publiés par Thomas Moore",fr
30996,"Il re dei re, vol. 2 Convoglio diretto nell'XI secolo",it
30997,A New Bat (Genus Leptonycteris) From Coahuila,en
30998,A New Bat (Genus Pipistrellus) from Northeastern Mexico,en
30999,A New Chipmunk (Genus Eutamias) from the Black Hills,en
31,Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,en
310,Before Adam,en
3100,"The Chinese Classics: with a translation, critical and exegetical notes, prolegomena and copious indexes (Shih ching. English) — Volume 1",en
31000,"Dal molino di Cerbaia a Cala Martina Notizie inedite sulla vita di Giuseppe Garibaldi",it
31001,Benno Stehkragen,de
31002,I Mille,it
31003,The History and Antiquities of Horsham,en
31004,Ten Thousand a-Year. Volume 1.,en
31005,Coquette,en
