:START_ID(Book),:END_ID(Author)
22011,"La Peyrère, Isaac de"
22012,"Stratemeyer, Edward"
22013,"De Mille, James"
22014,"Jackson, Leroy F. (Leroy Freeman)"
22015,"Haggard, H. Rider (Henry Rider)"
22016,"Franklin, Benjamin"
22017,"Blunt, John Henry"
22018,"Lermina, Jules"
22019,Ouida
2202,Human Genome Project
22020,Neera
22021,"Hamilton, Ian"
22022,"Alcott, Louisa May"
22023,"Mitchell, Alexander F. (Alexander Ferrier)"
22024,"Barrili, Anton Giulio"
22025,Anonymous
22026,"Monteverde, Cesare"
22027,"Jääskeläinen, Kaapro"
22028,"Cruttwell, C. R. M. F. (Charles Robert Mowbray Fraser)"
22029,"McCormack, Mary A."
2203,Human Genome Project
22030,"Leland, Charles Godfrey"
22031,"Langworthy, John Luther"
22032,"Meynell, Alice"
22033,"Rolt-Wheeler, Francis"
22034,"Müller, George"
22035,"Richards, John N."
22036,"Sherman, John"
22037,"Howard, J. Q. (James Quay)"
22038,"Smith, Grafton Elliot, Sir"
22039,Erckmann-Chatrian
2204,Human Genome Project
22040,Various
22041,"Sterrett, Frances R. (Frances Roberta)"
22042,"Dawson, W. F. (William Francis)"
22044,"Malheiro, Agostinho Marques Perdigão"
22045,"Shakespeare, William"
22046,"Ostwald, Hans"
22047,"Bell, Lilian"
22048,"Hugo, Victor"
22049,"Jusserand, J. J. (Jean Jules)"
2205,Human Genome Project
22050,"Lees, J. Cameron (James Cameron)"
22051,Various
22052,"Austin, Jane G. (Jane Goodwin)"
22053,"Malory, Thomas, Sir"
22054,"Noailles, Anna Elisabeth de Brancovan, comtesse de"
22055,Unknown
22056,"Williams, John H. (John Harvey)"
22057,"Powers, Paul S. (Paul Sylvester)"
22058,"Lever, Charles James"
22059,"France, Anatole"
2206,Human Genome Project
22060,"Henty, G. A. (George Alfred)"
22061,"Warner, Susan"
22062,"Dee, John"
22063,"Service, Robert W. (Robert William)"
22064,"White, Grace Miller"
22065,"Harrison, Earl Stanley"
22066,"Johnston, Mary"
22067,"Moore, Edward Alexander"
22068,"Savary, Anne-Jean-Marie-René, duc de Rovigo"
22069,"Maupassant, Guy de"
2207,Human Genome Project
22070,"Hauff, Wilhelm"
22071,"Chase, Josephine"
22072,Anonymous
22073,"Harrison, Harry"
22074,"Gleichen, Edward, Lord"
22075,"Wilmot-Buxton, H. J. (Harry John)"
22076,"McClung, Nellie L."
22077,"Lacretelle, Pierre de"
22078,"Le Faure, Georges"
22079,"Driscoll, James R."
2208,Human Genome Project
22080,Anonymous
22081,"Wagstaffe, William"
22082,"Lincoln, Abraham"
22084,"Creswell, John A. J. (John Angel James)"
22085,"Bose, Jagadis Chandra"
22086,"Lermina, Jules"
22087,"Lowe, Samuel E. (Samuel Edward)"
22088,"Newman, John Henry"
22089,"Clark, George Washington"
2209,Human Genome Project
22090,"Ellis, Havelock"
22092,"Valera, Juan"
22093,Snorri Sturluson
22094,"Richardson, James"
22095,"Vandercook, Margaret"
22096,"Powers, Mabel"
22097,"Finn, James"
22098,"Bates, Joseph"
22099,"Beadle, Charles"
221,"Doyle, Arthur Conan"
2210,Human Genome Project
22100,"Keifer, Joseph Warren"
22101,"Long, William J. (William Joseph)"
22102,"Coppel, Alfred"
22103,Anonymous
22104,"London, Jack"
22105,"Alexander, Archibald B. D. (Archibald Browning Drysdale)"
22106,"Innes, A. Taylor (Alexander Taylor)"
22107,"Jack, George"
22108,"Hall, Herbert J. (Herbert James)"
22109,"Beard, Daniel Carter"
2211,Human Genome Project
22110,"Vandenburg, G. L."
22111,"Allais, Alphonse"
22112,"Canton, William"
22113,"Jackson, Gabrielle E. (Gabrielle Emilie)"
22114,"Francatelli, Charles Elmé"
22115,"Bayne, Samuel G. (Samuel Gamble)"
22116,"Shaw, Edward R. (Edward Richard)"
22117,"Landor, Arnold Henry Savage"
22118,"Delany, Martin Robison"
22119,Persius
2212,Human Genome Project
22120,"Chaucer, Geoffrey"
22121,"Craik, Dinah Maria Mulock"
22122,"Ahlqvist, August"
22123,"Raabe, Wilhelm"
22124,"Keyworth, J. W."
22125,"Berenson, Bernard"
22126,Various
22127,Various
22128,"Ward, Humphry, Mrs."
22129,"English, Douglas"
2213,Human Genome Project
22130,Various
22131,"Dent, John Charles"
22132,"Meek, S. P. (Sterner St. Paul)"
22133,Various
22134,"Knowles, Matilda Darroch"
22135,"Perry, Ralph Barton"
22136,"Burton, John Hill"
22137,Jón Hjaltason
22138,Various
22139,Ingimundur Sveinsson
2214,Human Genome Project
22140,"Stewart, Charles D. (Charles David)"
22141,"Purves, George Tybout"
22143,"Oppenheim, L. (Lassa)"
22144,"Lowndes, Marie Belloc"
22145,"Mencken, H. L. (Henry Louis)"
22146,"Hurston, Zora Neale"
22147,"Goodsell, Daniel A. (Daniel Ayres)"
22148,"Müller, George"
22149,Various
2215,Human Genome Project
22150,"Schmid, Rudolf"
22151,"Bullinger, Heinrich"
22152,"Moffett, Cleveland"
22153,"Lanciani, Rodolfo Amedeo"
22154,"Vincent, Harl"
22155,"Pinkerton, Allan"
22156,"Rolt-Wheeler, Francis"
22157,"Charlier, C. V. L. (Carl Vilhelm Ludwig)"
22158,"MacGrath, Harold"
22159,"Ibsen, Henrik"
2216,Human Genome Project
22160,"Stern, Sigmon Martin"
22161,Various
22162,Anonymous
22163,"Stratemeyer, Edward"
22164,"Meade, L. T."
22165,"Gibson, W. Hamilton (William Hamilton)"
22166,United States. Work Projects Administration
22167,"Gellert, Christian Fürchtegott"
22168,"Leamy, Edmund"
22169,"Lane-Poole, Stanley"
2217,Human Genome Project
22170,"Foley, Kate M."
22171,"Ernst, Paul"
22172,Various
22173,"Froest, Frank"
22174,"Morison, William"
22175,"MacGregor, Mary Esther Miller"
22176,"Sparks, David R."
22177,"Sullivan, W. R. Washington (William Robert Washington)"
22178,Various
2218,Human Genome Project
22180,"Hendryx, James B. (James Beardsley)"
22181,"Moreton, Charles"
22183,"Weatherly, Frederic Edward"
22184,"Marzials, Ada M."
22185,"Connolly, James B. (James Brendan)"
22186,"Stratemeyer, Edward"
22187,Various
22188,Terence
22189,"Trotter, I. Lilias (Isabella Lilias)"
2219,Human Genome Project
22190,"Poole, Bertram W. H. (Bertram William Henry)"
22191,"Hope, Anthony"
22192,"Roch, Éline"
22193,"Hession, Revel"
22194,"Richardson, James Hugh"
22195,"Baker, Sarah S. (Sarah Schoonmaker)"
22196,"Adams, Samuel Hopkins"
22197,"Rippey, Sarah Cory"
22198,"Quiller-Couch, Arthur"
22199,Various
222,"Maugham, W. Somerset (William Somerset)"
2220,Human Genome Project
22200,"Murray, David Christie"
22201,J. L. B.
22202,"Murray, David Christie"
22203,"Murray, David Christie"
22204,"Murray, David Christie"
22205,"Murray, David Christie"
22206,"Murray, David Christie"
22207,"Murray, David Christie"
22208,"Murray, David Christie"
22209,"Herzog, Rudolf"
2221,Human Genome Project
22210,"Landor, Arnold Henry Savage"
22211,"Munro, Neil"
22212,"Walk, Charles Edmonds"
22213,"Cumont, Franz Valery Marie"
22214,Duchess
22215,"Russell, William Clark"
22216,"Simak, Clifford D."
22217,"Tagore, Rabindranath"
22218,"Simak, Clifford D."
22219,"Howells, William Dean"
2222,Human Genome Project
22220,"MacBeth, R. G. (Roderick George)"
22221,"Hamilton, Levi Jackson"
22222,"Crowther, Mary Owens"
22224,"Henty, G. A. (George Alfred)"
22225,"Baum, L. Frank (Lyman Frank)"
22226,"Winterbotham, R. R. (Russell Robert)"
22227,"Waldeyer, Graph"
22228,"Gibbs, George"
2223,Human Genome Project
22230,"Ruskin, John"
22231,"Fuller, Anna"
22232,"Le Feuvre, Amy"
22233,"White, Stewart Edward"
22234,"Alcott, Louisa May"
22235,"Strindberg, August"
22236,"Jones, Edward Smyth"
22237,"Moule, H. C. G. (Handley Carr Glyn)"
22238,"Griffis, William Elliot"
22239,"Anderson, Poul"
2224,Human Genome Project
22241,"Lee, Gerald Stanley"
22242,Various
22243,"Le Feuvre, Amy"
22244,"Ginther, Pemberton"
22245,"Bassett, Sara Ware"
22246,"Crawford, F. Marion (Francis Marion)"
22247,"Morris, Gouverneur"
22248,"Mathews, Cornelius"
22249,"Ford, Sewell"
2225,"Kipling, Rudyard"
22250,Various
22251,"Abbott, Jacob"
22252,"Abbott, Jacob"
22253,"Morgan, J. de (Jacques)"
22254,"West, John"
22255,"De Koven, Anna"
22257,"Fox, Frank"
22258,"Crellin, H. N. (Horatio Nelson)"
2226,"Kipling, Rudyard"
22260,"Massé, H. J. L. J. (Henri Jean Louis Joseph)"
22261,"Hawes, Stephen"
22262,"La Landelle, G. de"
22263,"Kainen, Jacob"
22264,"Gwynn, Stephen Lucius"
22265,"Standish, Burt L."
22266,"Fournel, Victor"
22267,"Winslow, Helen M. (Helen Maria)"
22268,"Lescarbot, Marc"
22269,"Guyon, Jeanne Marie Bouvier de la Motte"
2227,"Kipling, Rudyard"
22270,"Bennet, Robert Ames"
22271,"Murray, David Christie"
22272,"Murray, David Christie"
22273,"Murray, David Christie"
22274,"Murray, David Christie"
22275,"Murray, David Christie"
22276,"Murray, David Christie"
22277,"Webster, Frank V."
22278,"Meade, L. T."
22279,"Boone, Silas K."
2228,"Goethe, Johann Wolfgang von"
22280,"Henley, William Ernest"
22281,"Thorndike, Ashley Horace"
22282,"Harris, Joel Chandler"
22283,"Romanes, George John"
22284,"Morrow, Honoré"
22285,"Stevens, Isaac Newton"
22286,"Bailey, John Cann"
22287,"Robinson, Eliot H. (Eliot Harlow)"
22288,"Petrucci, Raphaël"
22289,"Hawes, Stephen"
2229,"Goethe, Johann Wolfgang von"
22290,"Le Feuvre, Amy"
22291,"Le Feuvre, Amy"
22292,"Bailey, Temple"
22293,"Richards, Laura Elizabeth Howe"
22294,"Black, Margaret Moyes"
22295,"Thomas, Aquinas, Saint"
22297,"Howells, William Dean"
22298,"Zerbe, James Slough"
22299,"Arriaga, Manuel de"
223,"Chesterton, G. K. (Gilbert Keith)"
2230,"Goethe, Johann Wolfgang von"
22300,Various
22301,"Weinbaum, Stanley Grauman"
22302,"Fairbanks, Harold W. (Harold Wellman)"
22303,"Scott-James, R. A. (Rolfe Arnold)"
22304,"Taylor, C. Bryson"
22305,"Abbot, Willis J. (Willis John)"
22306,"Edman, Irwin"
22307,"Hancock, H. Irving (Harrie Irving)"
22308,Anonymous
22309,"Allison, Samuel B. (Samuel Buell)"
2231,"Jerome, Jerome K. (Jerome Klapka)"
22310,"Bacon, Josephine Daskam"
22311,"Meyer, Zoe"
22313,Various
22314,"Delafield, John"
22315,"Blackmore, R. D. (Richard Doddridge)"
22316,"Blackmore, R. D. (Richard Doddridge)"
22317,"Blackmore, R. D. (Richard Doddridge)"
22318,"Blackmore, R. D. (Richard Doddridge)"
22319,"Wallace, F. L. (Floyd L.)"
2232,"Webster, John"
22320,"Stowe, Harriet Beecher"
22321,"Munro, Neil"
22322,"Tennyson, A. B. S. (Alfred Browning Stanley)"
22323,"Bryce, James Bryce, Viscount"
22324,"Nichols, George Herbert Fosdike"
22326,"Hawes, Stephen"
22327,"Reese, A. M. (Albert Moore)"
22328,"Raine, William MacLeod"
22329,"Garland, Hamlin"
2233,"Wodehouse, P. G. (Pelham Grenville)"
22330,"Pessanha, Camilo Almeida"
22331,"Studd, C. T. (Charles Thomas)"
22332,"Janifer, Laurence M."
22333,"Appleton, Victor, II"
22334,"Weyman, Stanley John"
22337,Florian
22338,"Garrett, Randall"
22339,Various
2234,"Jerome, Jerome K. (Jerome Klapka)"
22340,"Grahame, Kenneth"
22341,"Grahame, Kenneth"
22342,"Garrett, Randall"
22343,"Talmage, T. De Witt (Thomas De Witt)"
22344,"Morton, Edward"
22345,"Fleury de Chaboulon, Pierre Alexandre Édouard, baron"
22346,"Fyfe, H. B. (Horace Bowne)"
22347,"Hughes, Vincent"
22348,"Cather, Willa"
22349,"Blackwood, Algernon"
2235,"Shakespeare, William"
22350,"Bronson, Edgar Beecher"
22352,"Stratemeyer, Edward"
22353,"Amos, Flora Ross"
22354,"Bonsels, Waldemar"
22355,"Reuter, Christian"
22356,"Apollinaire, Guillaume"
22357,"Doyle, Arthur Conan"
22358,"Hecht, Ben"
22359,"Sharswood, George"
2236,"Shakespeare, William"
22360,"Bradley, Mary Hastings"
22361,"Löfving, Stefan"
22362,"Chesterton, G. K. (Gilbert Keith)"
22363,"Coyne, James H. (James Henry)"
22364,"Abercrombie, John"
22365,"Optic, Oliver"
22366,"Hutton, William Holden"
22367,"Kafka, Franz"
22368,"Bèze, Théodore de"
22369,Various
2237,"Shakespeare, William"
22370,"Curtis, Alice Turner"
22371,"Merriam, George Spring"
22372,"Grenfell, Wilfred Thomason, Sir"
22374,R. M.
22375,Various
22376,"Meyer, F. B. (Frederick Brotherton)"
22377,"Abbott, Jacob"
22378,"Barroso, Carlos"
2238,"Shakespeare, William"
22380,Various
22381,"Berens, E. M."
22382,Homer
22383,"Villey, Pierre"
22384,"Chateaubriand, François-René, vicomte de"
22385,"Savary, Anne-Jean-Marie-René, duc de Rovigo"
22386,"Savary, Anne-Jean-Marie-René, duc de Rovigo"
22387,"Young, Arthur"
22388,Anonymous
22389,"Lessing, Gotthold Ephraim"
2239,"Shakespeare, William"
22390,"Perry, Lawrence"
22391,"Busch, Wilhelm"
22392,"Gehrkens, Karl Wilson"
22393,"Brougnes, Auguste"
22394,"Musset, Alfred de"
22395,"Junqueiro, Abílio Manuel Guerra"
22396,"Gilbert, Henry"
22397,"Adams, Joseph Quincy"
22398,"Searchfield, Emilie"
224,"Hardy, Thomas"
2240,"Shakespeare, William"
22400,"Foxe, John"
22401,"Willis, Nathaniel Parker"
22402,Various
22403,"Hopkins, Gerard Manley"
22404,Anonymous
22405,"Brooks, Henry M. (Henry Mason)"
22406,"Bryant, William Cullen"
22407,"Stuart, Florence Partello"
22408,Anonymous
22409,"Sullivan, May Kellogg"
2241,"Shakespeare, William"
22410,"Martineau, Harriet"
22411,"Leblanc, Georgette"
22412,"Junqueiro, Abílio Manuel Guerra"
22413,"Moreck, Curt"
22414,"Baerlein, Henry"
22415,"Hawes, Stephen"
22416,Various
22417,"Ordway, Edith B. (Edith Bertha)"
22418,"Hunter, William Crosbie"
22419,Various
2242,"Shakespeare, William"
22420,"Holbrook, Florence"
22421,"Herrick, Robert"
22422,"Warner, Anna Bartlett"
22423,"Thomas, Edward"
22424,"Standish, Burt L."
22425,"Ruch, G. M. (Giles Murrel)"
22426,"Cole, Everett B."
22427,"Jones, Owen"
22428,"Wallace, Alfred Russel"
22429,Various
2243,"Shakespeare, William"
22431,"Hancock, H. Irving (Harrie Irving)"
22432,"Trotter, I. Lilias (Isabella Lilias)"
22433,"Optic, Oliver"
22434,"Bailey, Arthur Scott"
22435,"Hope, Laura Lee"
22436,"Hope, Anthony"
22437,"Bennett, Arnold"
22438,"Bierce, Ambrose"
22439,"Chambers, Robert W. (Robert William)"
2244,"Shakespeare, William"
22440,"Henry, O."
22441,"Crane, Walter"
22442,"Henry, O."
22443,"Clare, John"
22444,"Dickinson, Emily"
22445,"Aikin, Lucy"
22446,"Abbott, Jacob"
22447,"Hopkins, Gerard Manley"
22448,"Cather, Willa"
22449,"Dickens, Charles"
2245,"Shakespeare, William"
22450,"Howells, William Dean"
22451,"Alcott, Louisa May"
22452,"Forster, E. M. (Edward Morgan)"
22453,"Bennett, Arnold"
22454,"Haggard, H. Rider (Henry Rider)"
22455,"Crawford, F. Marion (Francis Marion)"
22456,Virgil
22457,"Ayres, Alfred"
22458,"Watson, Paul Barron"
22459,"Pullan, Leighton"
2246,"Shakespeare, William"
22460,Various
22461,"Johnson, Allen"
22462,"Lande, Irving W."
22463,"Cabell, James Branch"
22464,"Altsheler, Joseph A. (Joseph Alexander)"
22465,"Dickens, Charles"
22466,"DeKy, Thornton"
22467,"Leinster, Murray"
22468,"Beirão, Mário Pires Gomes"
22469,"Leal, António Duarte Gomes"
2247,"Shakespeare, William"
22470,"Leftwich, Edmund Harry"
22471,"Wolf, George D."
22472,"Fort, Charles"
22473,"Pennell, T. L. (Theodore Leighton)"
22474,"Blackmore, R. D. (Richard Doddridge)"
22475,"Lawrence, D. H. (David Herbert)"
22476,"Sackville-West, Vita (Victoria Mary)"
22477,"Lawrence, D. H. (David Herbert)"
22478,"Keable, Robert"
22479,"Beresford, J. D. (John Davys)"
2248,"Shakespeare, William"
22480,"Lawrence, D. H. (David Herbert)"
22481,"Dufau, Th."
22482,"Shepherd, Ambrose"
22483,"Landor, Arnold Henry Savage"
22484,"Rockwell, F. F. (Frederick Frye)"
22485,"Northcote, Rosalind"
22486,Various
22487,"Orr, Lucinda Lee"
22489,"Hilton, Warren"
2249,"Shakespeare, William"
22490,"Combe, William"
22491,"Marlys, Jean"
22492,"Humboldt, Alexander von"
22493,"Chekhov, Anton Pavlovich"
22494,"Chekhov, Anton Pavlovich"
22496,"Marryat, Frederick"
22497,"Munroe, Kirk"
22498,"Porta, Giambattista della"
22499,"Praga, Marco"
225,"MacDonald, George"
2250,"Shakespeare, William"
22500,"Trusler, John"
22501,"Oriani, Alfredo"
22502,"Serra, Antonio, active 1613"
22503,"Treves, Virginia"
22504,"Fogazzaro, Antonio"
22505,"Guidi, Tommasina"
22506,"Sangiorgio, Gaetano"
22507,"Vertua Gentile, Anna"
22508,"Júnior, João Baptista Gomes"
22509,"Pimentel, Alberto"
2251,"Shakespeare, William"
22510,"Bandelier, Adolph Francis Alphonse"
22511,"Abbott, Jacob"
22512,"Merliss, Reuben (Reuben Robert)"
22513,"Clifton, Mark"
22514,"Scott, Walter"
22517,"Henschke, Alfred"
22518,Various
22519,"Howells, William Dean"
2252,"Shakespeare, William"
22520,"McCombie, William"
22521,"Alger, Horatio, Jr."
22522,"Daudet, Alphonse"
22523,"Jahns, Lewis E."
22524,"Samachson, Joseph"
22525,"Wilson, John Dover"
22526,"Jones, Raymond F."
22527,"Cummings, Ray"
22529,Anonymous
2253,"Shakespeare, William"
22530,"Cobb, Irvin S. (Irvin Shrewsbury)"
22531,"Lawrence, D. H. (David Herbert)"
22532,"Sampson, Emma Speed"
22533,"Mackie, J. Milton (John Milton)"
22534,"Charless, Charlotte Taylor Blow"
22535,"Emerson, Ralph Waldo"
22536,"Austen-Leigh, Richard Arthur"
22537,"Dunne, Finley Peter"
22538,"Wellman, Manly Wade"
22539,Unknown
2254,"Shakespeare, William"
22540,"Harrison, Harry"
22541,"Harrison, Harry"
22542,"Talmage, James E. (James Edward)"
22543,"Brossard, David"
22544,"Brackett, Leigh Douglass"
22545,"Cocking, Ron"
22546,"Froude, James Anthony"
22547,"Stratemeyer, Edward"
22549,"Godwin, Tom"
2255,"Shakespeare, William"
22550,"Strickland, W. P. (William Peter)"
22551,"Gautier, Théophile"
22552,"Michelet, Jules"
22553,"Buckingham and Chandos, Richard Plantagenet Temple Nugent Brydges Chandos Grenville, Duke of"
22554,"Mighels, Philip Verrill"
22555,"Grimm, Wilhelm"
22556,"Shakespeare, William"
22557,"Bourinot, John George"
22558,"La Harpe, Jean-François de"
22559,"Pohl, Frederik"
2256,"Shakespeare, William"
22560,"Knight, Damon"
22561,Anonymous
22562,"Burgersdijk, L. A. J. (Leendert Alexander Johannes)"
22563,Various
22564,"Keysor, Jennie Ellis"
22565,"Alger, Horatio, Jr."
22566,"Baum, L. Frank (Lyman Frank)"
22567,"Andrews, Elisha Benjamin"
22568,"Stockley, Cynthia"
22569,"De la Mare, Walter"
2257,"Shakespeare, William"
22570,"Spyri, Johanna"
22571,"Standish, Burt L."
22572,"Le Goffic, Charles"
22573,Various
22574,"Sumner, Charles"
22575,Various
22576,Various
22577,"Wood, Thomas"
22578,"Wiggin, Kate Douglas Smith"
22579,"Leiber, Fritz"
2258,"Shakespeare, William"
22580,"Verne, Jules"
22581,"Howard, Francis E. (Francis Edward)"
22582,Unknown
22583,"Raine, William MacLeod"
22584,"De Leon, T. C. (Thomas Cooper)"
22585,"Godwin, Tom"
22586,"Oakey, Daniel"
22588,"Cowling, Henry"
22589,"Vandenburg, G. L."
2259,"Shakespeare, William"
22590,"Fontenay, Charles L."
22591,"Alexander, De Alva Stanwood"
22592,"Goethe, Johann Wolfgang von"
22593,"Garland, Hamlin"
22594,Various
22595,"Hayens, Herbert"
22596,"Harmon, Jim"
22597,"Cole, Les"
22598,"Bailey, William Francis"
22599,"Karpinski, Louis Charles"
226,"Cicero, Marcus Tullius"
2260,"Shakespeare, William"
22600,"Abbott, Edwin Abbott"
22601,"Hale, Horatio"
22602,Various
22603,"Russell, John E. (John Edwards)"
22604,"Penniman, James Hosmer"
22605,"Harper, Henry Howard"
22606,"Koopman, Harry Lyman"
22607,"Roberts, W. (William)"
22608,"Spofford, Ainsworth Rand"
22609,"Lowell, James Russell"
2261,"Shakespeare, William"
22610,Various
22611,Anonymous
22612,Various
22613,"Grimarest, Jean-Léonor Le Gallois de"
22614,"Bocage, Manuel Maria Barbosa du"
22615,"Negreiros, José Sobral de Almada"
22616,"Castelo Branco, Camilo"
22617,Various
22618,"Lamartine, Alphonse de"
22619,"Putnam, George Haven"
2262,"Shakespeare, William"
22620,"Cross, C. F. (Charles Frederick)"
22621,Various
22622,"Almeida, José Valentim Fialho de"
22623,"Samachson, Joseph"
22624,Various
22625,Various
22626,"Sprague, Charles"
22627,"Kroeh, Charles Frederick"
22628,Unknown
22629,"Smith, E. E. (Edward Elmer)"
2263,"Shakespeare, William"
22630,"M., Antonino"
22631,"Shabeeny, Abd Salam, active 1820"
22632,"Pascoais, Teixeira de"
22633,"Arnault, A.-V. (Antoine-Vincent)"
22634,"Sadão, Elisino"
22635,"Raabe, Heinrich August"
22636,"Wright, Joseph"
22637,"Snyder, Jean M."
22638,"O'Neill, Eugene"
22639,Various
2264,"Shakespeare, William"
22640,"Bergh van Eysinga-Elias, Jeanette van den"
22641,"Rapisardi, Mario"
22642,"D'Annunzio, Gabriele"
22643,"Parreira, Carlos"
22644,"Lerrigo, Charles Henry"
22645,Various
22646,"Ellis, Edward Sylvester"
22647,"Dumont, Júlio"
22648,"Santos, C. Afonso dos"
22649,"Riehl, Wilhelm Heinrich"
2265,"Shakespeare, William"
22650,"Morris, William"
22651,"Leacock, Stephen"
22652,"Stewart, Jane L."
22653,Various
22654,"Le Queux, William"
22655,"Moukhanoff, Michael"
22656,"Scott, Walter"
22657,Babcock & Wilcox Company
22658,Unknown
22659,"Humboldt, Alexander von"
2266,"Shakespeare, William"
22660,"Gautier, Théophile"
22661,"Gautier, Théophile"
22662,"Gautier, Théophile"
22663,"Kompert, Leopold"
22664,"Hauff, Wilhelm"
22665,"Auerbach, Berthold"
22666,"Day, Holman"
22667,"Day, Holman"
22668,Various
22669,"Alger, Horatio, Jr."
2267,"Shakespeare, William"
22670,"Senarens, Luis"
22671,Various
22672,Various
22673,"Devereux, Margaret"
22674,"Ralphson, G. Harvey (George Harvey)"
22675,"Earle, Alice Morse"
22676,"Andrews, Elisha Benjamin"
22677,"Abbott, G. F. (George Frederick)"
22678,"Forte, Arnaldo"
22679,"Boto, António Tomás"
2268,"Shakespeare, William"
22680,"Lowell, James Russell"
22681,"Lincoln, Abraham"
22682,"Spivak, John L. (John Louis)"
22683,"Cresee, Franklin Allison"
22684,Hawaii
22685,United States. Patent Office
