:START_ID(Book),:END_ID(Author)
3724,"Trollope, Anthony"
37241,"Wildhagen, Else"
37242,"Peretz, Isaac Loeb"
37243,"Lowndes, Marie Belloc"
37244,"King, Charles"
37245,"Tregarthen, Enys"
37247,Various
37248,Various
37249,"Lynde, Francis"
3725,"Haaren, John H. (John Henry)"
37250,"Hopper, James"
37251,"Stables, Gordon"
37252,"Stables, Gordon"
37253,"Stables, Gordon"
37254,"Drayson, Alfred W. (Alfred Wilks)"
37255,"Drayson, Alfred W. (Alfred Wilks)"
37256,"Kingston, William Henry Giles"
37257,"Stockley, Cynthia"
37258,"Stockley, Cynthia"
37259,"Stockley, Cynthia"
3726,"Boccaccio, Giovanni"
37260,"Fitzpatrick, Percy"
37261,"Young, F. E. Mills (Florence Ethel Mills)"
37262,"Young, F. E. Mills (Florence Ethel Mills)"
37263,"Young, F. E. Mills (Florence Ethel Mills)"
37264,"Sheldon, Louise Vescelius"
37265,"Sheldon, Louise Vescelius"
37266,"Schnitzler, Arthur"
37267,"Kneipp, Sebastian"
37268,"Robinson, Solon"
37269,"Young, F. E. Mills (Florence Ethel Mills)"
3727,"Richardson, Henry Handel"
37270,"Thorne, Guy"
37271,"Vandercook, Margaret"
37272,"Earle, Alice Morse"
37273,"Freydier, Monsieur"
37274,"Mackintosh, Charles Henry"
37275,"Young, Charles A. (Charles Augustus)"
37277,"Coulton, G. G. (George Gordon)"
37278,"Barnes, Orange Perry"
37279,"Shakespeare, William"
3728,"Richardson, Henry Handel"
37280,"Wade, Mary Hazelton Blanchard"
37281,"Harris, Clement A. (Clement Antrobus)"
37282,Various
37283,Anonymous
37284,"Hughes, James L. (James Laughlin)"
37285,"Balzac, Honoré de"
37286,"Jókai, Mór"
37287,"Peters, Madison Clinton"
37288,"Forman, Henry Chandlee"
37289,"Warner, Anne"
3729,Various
37290,"Beer, Max"
37291,"Chapman, Allen"
37294,"Lowndes, Marie Belloc"
37295,"Gates, Burton N. (Burton Noble)"
37296,"Hedge, Mary Ann"
37297,"Wijnne, J. A. (Johan Adam)"
37298,"Mackinlay, M. (Malcolm) Sterling"
37299,"Brown, Helen Dawes"
373,"Stevenson, Robert Louis"
3730,Various
37300,"West, Rebecca"
37301,"O'Brien, Seumas"
37302,"Stephens, William"
37303,"Morrison, Gertrude W."
37304,"Prindle, Frances Carruth"
37306,"Rolland, Romain"
37307,"Burnett, Carolyn Judson"
37308,"Sienkiewicz, Henryk"
37309,"Pearce, Joseph"
3731,"Osborne, Oliver T. (Oliver Thomas)"
37310,"Burnett, Carolyn Judson"
37311,"Woolman, John"
37312,"Goethe, Johann Wolfgang von"
37313,"Singleton, Esther"
37314,"Doughty, Francis Worcester"
37315,"Peake, Helena"
37316,"Hugo, Victor"
37317,"Youngman, Phillip M."
37318,"Järnefelt, Arvid"
37319,Various
3732,"Lewis, Alfred Henry"
37320,"Hornung, E. W. (Ernest William)"
37321,"Harrison, John"
37322,"Fay, Amy"
37324,"Jenkins, Herbert George"
37325,"Stables, Gordon"
37326,"Stables, Gordon"
37327,"Stables, Gordon"
37328,"Stables, Gordon"
37329,"Stables, Gordon"
3733,"Maupassant, Guy de"
37330,"Stables, Gordon"
37331,"Hornung, E. W. (Ernest William)"
37332,"Burnett, Frances Hodgson"
37333,"Chambers, Robert W. (Robert William)"
37334,"Roos, Mathilda"
37335,"Reed, Helen Leah"
37337,"Hornung, E. W. (Ernest William)"
37338,"Hornung, E. W. (Ernest William)"
37339,"Jókai, Mór"
3734,"Appleton, Victor"
37340,"Fraser, Alexander"
37341,"LeSueur, William Dawson"
37342,"Ker, W. P. (William Paton)"
37343,"Yeats-Brown, Francis"
37344,"Beste, Henry Digby"
37345,"Maclaren, Alexander"
37346,"Train, Arthur Cheney"
37347,"How, William Walsham"
37348,"Harrison, Burton, Mrs."
37349,"Roos, Mathilda"
3735,"Gogol, Nikolai Vasilevich"
37350,"Eaton, Theodore H. (Theodore Hildreth)"
37351,"Rae, John"
37352,Longus
37353,"Scobey, Kathrine Lois"
37354,"Carroll, Lewis"
37355,"Gardener, Helen H. (Helen Hamilton)"
37356,"Carpenter, Edward"
37357,"Stables, Gordon"
37358,"Cohen, Chapman"
37359,"Knapp, Frederick Malcolm"
3736,"Churchill, Winston"
37360,"Glass, Montague"
37361,"Sienkiewicz, Henryk"
37362,"Weathers, John"
37363,"Paine, Albert Bigelow"
37364,"Kipling, Rudyard"
37365,"MacKeracher, William M. (William Mackay)"
37366,"MacKeracher, William M. (William Mackay)"
37367,"MacKeracher, William M. (William Mackay)"
37368,"Brandeis, Louis Dembitz"
37369,"Kennedy, John Pendleton"
3737,"Churchill, Winston"
37370,"Calderwood, Henry"
37371,"Cawein, Madison Julius"
37372,"Morse, John"
37373,"Eastman, Charles Alexander"
37374,"Bradlaugh, Charles"
37375,"Buchan, Patrick"
37376,"Putnam Weale, B. L. (Bertram Lenox)"
37377,"Beneke, F. W. (Friedrich Wilhelm)"
37378,"Thorne, Mabel"
37379,Various
3738,"Churchill, Winston"
37380,"White, Catherine Ann"
37381,"Grimm, Jacob"
37382,"Veber, Pierre"
37383,Anonymous
37384,"Rimsky-Korsakov, Nikolay"
37385,"Leighton, Gerald R. (Gerald Rowley)"
37386,Anonymous
37387,"Donne, John"
37388,"Brennan, William Augustine"
37389,"Race, Joseph"
3739,"Churchill, Winston"
37390,"Steinheil, Marguerite"
37391,Anonymous
37392,"Bewsher, Paul"
37393,"Bergman, Johan Albert"
37394,"Hutchinson, Horace G. (Horace Gordon)"
37395,"Moraitides, Alexandros"
37396,"Lang, Mrs."
37397,"Poe, Edgar Allan"
37398,"Saltus, Marie"
37399,"Sue, Eugène"
374,"Bierce, Ambrose"
3740,Various
37400,"Tyssot de Patot, Simon"
37401,"Tyssot de Patot, Simon"
37402,"Lennep, J. van (Jacob)"
37403,Various
37404,"Kurtz, J. H. (Johann Heinrich)"
37405,"Madison, Lucy Foster"
37406,"Sienkiewicz, Henryk"
37407,"Langridge, Irene"
37408,"Stoddard, Lothrop"
37409,"Barine, Arvède"
3741,"Paine, Thomas"
37410,"Hervey, Arthur"
37411,"Sayce, A. H. (Archibald Henry)"
37412,"King, Basil"
37413,"Hill, Headon"
37414,"Clayton, Ellen C. (Ellen Creathorne)"
37415,"King, Charles"
37416,"Dumas, Alexandre"
37417,Various
37418,"Strang, Herbert"
37419,"Frank, Ulrich"
3742,"Paine, Thomas"
37420,"Gardner, Henry A. (Henry Alfred)"
37421,"Walworth, Ellen H. (Ellen Hardin)"
37422,"Marlowe, Christopher"
37423,"Dewey, John"
37424,"James, Henry"
37425,"James, Henry"
37426,"Sienkiewicz, Henryk"
37427,"Cooke, Josiah P., Jr. (Josiah Parsons)"
37428,Various
37429,"Roy, Lillian Elizabeth"
3743,"Paine, Thomas"
37430,"Connell, Richard Edward"
37431,"MacKaye, Steele, Mrs."
37433,"Stokes, Katherine"
37434,"Stokes, Katherine"
37435,"Becher, Johannes Robert"
37436,"Becher, Johannes Robert"
37437,"Burney, Fanny"
37438,"Burney, Fanny"
37439,"Burney, Fanny"
3744,"Yonge, Charlotte M. (Charlotte Mary)"
37440,"Burney, Fanny"
37441,"Burney, Fanny"
37442,"Swift, Jonathan"
37443,"Sheafe, Alfonso Josephs"
37444,"Foster, Olive Hyde"
37445,"Jenkins, T. A."
37446,"Bottomley, Gordon"
37447,"Sutcliffe, John D."
37448,"Gallun, Raymond Z."
37449,"Anstey, F."
3745,"Daviess, Maria Thompson"
37450,"Fitch, Henry S. (Henry Sheldon)"
37451,"Fisher, Dorothy Canfield"
37452,"Browning, Elizabeth Barrett"
37453,"Kock, Paul de"
37454,"Crane, Laura Dent"
37455,"Spielmann, M. H. (Mabel Henrietta)"
37456,"Ryder, H. P."
37457,"Howes, Clifton A. (Clifton Armstrong)"
37458,"Roy, Lillian Elizabeth"
37459,"Roy, Lillian Elizabeth"
3746,"Parker, Gilbert"
37460,Blackie & Son
37461,Various
37462,"Woodgate, Walter Bradford"
37463,"Glasgow, Ellen Anderson Gholson"
37464,"Johnson, Clifton"
37465,Various
37466,"Calhoun, A. R. (Alfred Rochefort)"
37467,"Holmes, Mary Jane"
37468,"Bourget, Paul"
37469,H. D. (Hilda Doolittle)
3747,"Ariosto, Lodovico"
37470,"Le Queux, William"
37473,Various
37474,"Roos, Mathilda"
37475,"Van Millingen, Julius R."
37476,"Holmes, Mary Jane"
37477,"Cullen, Clarence Louis"
37478,"Heine, Heinrich"
37479,"Onions, Oliver"
3748,"Verne, Jules"
37480,"King, Charles"
37481,"Orczy, Emmuska Orczy, Baroness"
37482,"Lincoln, Joseph Crosby"
37483,United States. Department of the Interior
37484,Various
37485,"Eaton, Walter Prichard"
37486,"Allen, Quincy"
37487,"Ralphson, G. Harvey (George Harvey)"
37488,"Cummings, Mabel H."
37489,"Harvey, Gideon"
3749,"Rousseau, Jean-Jacques"
37490,"Landon, Herman"
37491,"Diderot, Denis"
37492,"Brady, Cyrus Townsend"
37493,"Douglas, Alan, Captain"
37494,"Cassels, Walter Richard"
37495,"Froehlich, Hugo B."
37496,Various
37497,"Couperus, Louis"
37498,"Purcell, Martha C. Grassham, Mrs."
37499,"Napoleon I, Emperor of the French"
375,"Bierce, Ambrose"
3750,"Liszt, Franz"
37500,"Beaufort, H. L. de (Henri Louis)"
37501,"Cuyler, Theodore L. (Theodore Ledyard)"
37502,"Hart, Henry Chichester"
37504,Anonymous
37505,"Defoe, Daniel"
37506,Various
37507,"Fairbanks, George R. (George Rainsford)"
37508,Anonymous
37509,"Waterloo, Stanley"
3751,"Howes, Ethel Puffer"
37510,"Mackay, Angus"
37511,Anonymous
37512,"Wellman, John"
37513,"Morgan, C. Lloyd (Conwy Lloyd)"
37514,"Kilner, Mary Ann"
37515,"Warner, Anne"
37516,Various
37517,"Settle, Elkanah"
37518,Anonymous
37519,"Dugdale, Thomas"
3752,"Hakluyt, Richard"
37520,"Ferguson, Robert"
37521,Anonymous
37522,"Bilderdijk, Willem"
37523,Various
37524,"Jacob, P. L."
37525,"Dostoyevsky, Fyodor"
37526,Various
37527,"Lightfoot, J. B. (Joseph Barber)"
37528,"Chambers, Robert W. (Robert William)"
37529,Anonymous
3753,"De la Mare, Walter"
37530,"Potter, I. J."
37531,"King, Henry Churchill"
37532,"Grierson, Elizabeth W. (Elizabeth Wilson)"
37533,"Bonhote, Mrs. (Elizabeth)"
37534,"Berlioz, Hector"
37535,"Harvey, Frederick L. (Frederick Loviad)"
37536,"Dostoyevsky, Fyodor"
37539,Anonymous
3754,"Fabre, Jean-Henri"
37540,"Osgood, Samuel"
37541,"Tanner, Nestor"
37542,"Watts, Isaac"
37543,"Watts, Isaac"
37544,"Wren, Percival Christopher"
37545,"Tracy, Virginia"
37546,Anonymous
37547,"Gask, Lilian"
37548,Various
37549,"Woodrow, Wilson, Mrs."
3755,"Paine, Thomas"
37550,"Terrill, J. Newton (John Newton)"
37551,"Harben, Will N. (Will Nathaniel)"
37552,"Geyer, Denton Loring"
37553,Various
37554,"Hope, Laura Lee"
37555,Various
37556,"Shanks, Edward"
37557,"Stringer, Arthur"
37558,"Smith, A. H. (Arthur Hamilton)"
37559,"Munro, Colin"
3756,"Wodehouse, P. G. (Pelham Grenville)"
37560,Various
37561,"Streeter, Edward"
37562,"Gilpin, Sidney"
37563,"Eggleston, George Cary"
37564,Unknown
37565,"Hill, J. Arthur (John Arthur)"
37566,"Legler, John M."
37567,"Berlioz, Hector"
37568,Various
37569,"Karr, Alphonse"
3757,"Van Dyke, Henry"
37570,"Hamilton, Anne, Lady"
37571,"Hamilton, Anne, Lady"
37572,"Pease, M. C."
37573,"Leslie, Eliza"
37574,"Piercy, Willis Duff"
37575,Various
37576,"Fuller, Robert H. (Robert Higginson)"
37577,Various
37578,"Couperus, Louis"
37579,"Walser, Robert"
3758,"Sutphen, Van Tassel"
37580,"Prince, Samuel Henry"
37581,"Dickens, Charles"
37582,"Bindloss, Harold"
37583,Various
37584,"Onions, Oliver"
37585,"Moraitides, Alexandros"
37586,"Kidwell, Claudia Brush"
37587,"St. Clair, Francis"
37588,"Stables, Gordon"
37589,"Buckley, Arabella B. (Arabella Burton)"
3759,"Tegnér, Esaias"
37590,"Madrazo, Pedro D."
37591,"Thorne, Guy"
37592,"Anstie, Francis Edmund"
37593,Various
37594,"Wied, Gustav"
37595,"Mech, L. David"
37596,"Warder, J. A. (John Aston)"
37597,"Anstey, F."
37598,"Hornung, E. W. (Ernest William)"
37599,"Coster, Charles de"
376,"Defoe, Daniel"
3760,"Disraeli, Benjamin, Earl of Beaconsfield"
37600,"Westerman, Percy F. (Percy Francis)"
37601,"Féval, Paul"
37602,"Trueb, Linda"
37603,"Maurice, Arthur Bartlett"
37604,"Lamartine, Alphonse de"
37605,"Tanizaki, Jun'ichiro"
37606,"Shaw, Catharine"
37607,"Robinson, W. (William)"
37608,"Lamartine, Alphonse de"
37609,"Burns, Elmer Ellsworth"
3761,"Marshall, H. E. (Henrietta Elizabeth)"
37610,Various
37611,"Mortimer, Favell Lee"
37612,"Franklin, William S. (William Suddards)"
37613,"Grant, Robert"
37614,"Beebe, William"
37615,"Glazier, Willard W."
37616,"Lamartine, Alphonse de"
37617,"Lamartine, Alphonse de"
37618,"Williams, H. Noel (Hugh Noel)"
37619,"Belgrave, Dalrymple J."
3762,"Churchill, Winston"
37620,"Granö, Johannes"
37621,"Kraszewski, Józef Ignacy"
37622,"Kraszewski, Józef Ignacy"
37623,"Kraszewski, Józef Ignacy"
37624,"Kraszewski, Józef Ignacy"
37625,"Hawthorne, Nathaniel"
37626,"Tanizaki, Jun'ichiro"
37627,"James, Henry"
37628,"Jeffery, Jeffery E. (Jeffery Eardley)"
37629,"Moraitides, Alexandros"
3763,"Churchill, Winston"
37630,"Lamartine, Alphonse de"
37631,"Lockhart, J. G. (John Gibson)"
37632,Various
37633,"Lowie, Robert Harry"
37634,"Austen, Jane"
37635,"Smith, George Barnett"
37636,"Smith, William Robert Lee"
37637,"Palacio Valdés, Armando"
37638,Anonymous
37639,Various
3764,"Churchill, Winston"
37640,"Brown, John"
37641,"Athanasius, Saint, Patriarch of Alexandria"
37645,"Dryden, John"
37646,"Nuuttila, E. E."
37647,"Otis, James"
37648,"Cautley, George Spencer"
37649,"Mackay, Eric"
3765,"Churchill, Winston"
37650,"Mandeville, Bernard"
37651,"Mallock, W. H. (William Hurrell)"
37652,"Westerman, Percy F. (Percy Francis)"
37653,"Anderson, Poul"
37654,"Marmontel, A. (Antoine)"
37655,Anonymous
37656,"Roosevelt, Theodore"
37657,"À Beckett, Gilbert Abbott"
37658,"Kegan Paul, Trench & Co."
37659,"Vondel, Joost van den"
3766,"Churchill, Winston"
37660,"Benchley, Robert"
37661,"Groves, J. Percy (John Percy)"
37662,"Tubbs, Frank Herbert"
37663,"Hugo, Victor"
37664,"Hamilton, Cosmo"
37665,"Borrow, George"
37666,Ireland. Ministry of Economic Affairs
37667,"Pope, Alexander"
37668,"Coster, Charles de"
37669,"M'Clintock, Francis Leopold, Sir"
3767,"Trollope, Anthony"
37670,Anonymous
37671,"Cornish, Vaughan"
37672,"King, Charles"
37673,"Chapman, Allen"
37674,"Brenton, E. B."
37675,"Warfield, Louis M. (Louis Marshall)"
37676,"Johnson, Willis Fletcher"
37677,"Ellis, J. Breckenridge (John Breckenridge)"
37678,"Rey, R. (Raymond)"
37679,Unknown
3768,"Millay, Edna St. Vincent"
37680,"Reed, Myrtle"
37681,"Smith, David Eugene"
37682,"Priestley, Joseph"
37684,"Springer, John S."
37685,"Anstey, F."
37686,"Levy, T. Aaron"
37687,"Stables, Gordon"
37688,"King, Charles"
37689,Anonymous
3769,"Smith, James"
37690,Anonymous
37691,"Anstey, F."
37692,"Collins, W. W. (William Wiehe)"
37693,"Alberger, John"
37694,"Allen, Ethan"
37695,"Hogan, William"
37696,"Josephus, Flavius"
37697,"Adler, Felix"
37698,"Hill, Grace Livingston"
37699,"Ingersoll, Robert Green"
377,"Barker, Nettie Garmer"
3770,"Krehbiel, Henry Edward"
37700,"Cooper, Robert, secularist"
37701,"Conway, Moncure Daniel"
37702,"Conway, Moncure Daniel"
37703,"Ingersoll, Robert Green"
37704,"Ingersoll, Robert Green"
37705,"Hogan, William"
37706,Anonymous
37707,"Edwards, Amelia Ann Blanford"
37709,"Doyle, A. P., Rev."
3771,"Jonson, Ben"
37710,"Baldwin, Faith"
37711,"Grimm, Florence M. (Florence Marie)"
37712,"Doyle, Arthur Conan"
37713,Anonymous
37714,"Cundall, H. M. (Herbert Minton)"
37715,"Shaw, Catharine"
37716,"Turgenev, Ivan Sergeevich"
37717,"Rogers, Julia Ellen"
37718,"Whitney, Orson F. (Orson Ferguson)"
37719,"Pitrè, Giuseppe"
3772,"Lyell, Charles, Sir"
37720,"Pitrè, Giuseppe"
37721,"Sukhovo-Kobylin, A. (Aleksandr)"
37722,Sivachandra Vasu
37723,"Samarow, Gregor"
37724,"Samarow, Gregor"
37725,"Bjørnson, Bjørnstjerne"
37726,"Bjørnson, Bjørnstjerne"
37727,"Bjørnson, Bjørnstjerne"
37728,"Davidson, Hannah Frances"
37729,"Galilei, Galileo"
3773,"Morris, William"
37730,"Coleman, Thomas"
37731,"Walker, W. W. (William Wesley)"
37732,Anonymous
37733,"Gautier, Théophile"
37734,"Bernstein, Aaron"
37735,"Blanchan, Neltje"
37736,Various
37737,"Platt, George Washington"
37739,"Putman, J. Harold (John Harold)"
3774,"Perkins, Lucy Fitch"
37740,"Price, William H."
37741,"Moss, C. R. (Claude Russell)"
37742,"Minckley, W. L."
37743,"Muybridge, Eadweard"
37744,"Frothingham, Octavius Brooks"
37745,"Doyle, Richard"
37746,"Marsland, Cora"
37747,"Conte, Rafael"
37748,"Davis, Franklyn Pierre"
37749,"Hugo, Victor"
3775,"Abbott, John S. C. (John Stevens Cabot)"
37750,"Ainsworth, William Harrison"
37751,"Presland, John"
37752,"Presland, John"
37753,"Dice, Lee R. (Lee Raymond)"
37754,"Hinkley, Julian Wisner"
37755,"Cooper, James, of Philadelphia"
37756,"Oman, Charles"
37757,"Lobo, Francisco Rodrigues"
37759,"Romanes, George John"
3776,"Doyle, Arthur Conan"
37760,Various
37761,"Bindloss, Harold"
37762,"Gleichen, Charles Henri, baron de"
37763,"Schmitz, Oscar A. H."
37764,"Callender, James Thomson"
37765,"Reese, H. B."
37766,"Pu, Songling"
37767,"May, Phil"
37768,"Hagman, Tyko"
37769,Various
3777,"Appleton, Victor"
37770,"Couperus, Louis"
37771,"Dumas, Alexandre"
37772,"Ladies' Library Association (Schoolcraft, Mich.)"
37773,"Whitmore, William Henry"
37774,"More, Hannah"
37775,"Lloyd, John Uri"
37776,Docteur Jaf
37777,"Romanes, George John"
37778,Various
37779,Various
3778,"Curtis, Georgina Pell"
37780,"Jocelin, de Brakelond, active 1173-1215"
37781,"Cholmondeley, Mary"
37782,"Casserly, Gordon"
37783,"Bachi, Felice"
37784,"Mitchell, Broadus"
37785,"King, James, Vicar of St. Mary's, Berwick-upon-Tweed"
37786,"Buck, Dudley"
37787,"Hudson, W. H. (William Henry)"
37788,"Black, William"
37789,"Kieviet, Cornelis Johannes"
3779,"Marshall, Logan"
37790,"Davidis, Henriette"
37791,"Andersen, H. C. (Hans Christian)"
37792,"Desjardins, L. G. (Louis Georges)"
37793,"Gardner, Edmund G."
37794,"Cross, Joseph"
37795,"Parsons, Frank"
37796,Methuen & Co.
37797,Various
37798,Various
37799,Various
378,"Galba, Martí Joan de"
3780,"James, G. P. R. (George Payne Rainsford)"
37800,"Roy, Lillian Elizabeth"
37801,"Bjørnson, Bjørnstjerne"
37802,"Bjørnson, Bjørnstjerne"
37803,"Rathborne, St. George"
37804,"Bridges, Robert"
37805,"Rebell, Hugues"
37806,Various
37807,"Alcott, Louisa May"
37808,"Murray, Gilbert"
37809,"Lynch, John D."
3781,"Stoker, Bram"
37810,"Tabb, John B. (John Banister)"
37811,"De Loach, R. J. H. (Robert John Henderson)"
37812,"Powell, E. Alexander (Edward Alexander)"
37813,"Hamlin, Augustus C. (Augustus Choate)"
37814,"Butterworth, Hezekiah"
37815,"Hendryx, James B. (James Beardsley)"
37816,"Flaubert, Gustave"
37817,"Smith, John Thomas"
37818,"Arnold, Isaac N."
37819,"Albertazzi, Adolfo"
3782,"Buchan, John"
37820,"Morrison, Arthur"
37821,"Harding, Ellison"
37822,"Hagman, Tyko"
37823,"Duellman, William Edward"
37824,"Westerman, Percy F. (Percy Francis)"
37825,"Cambridge, Ada"
37826,"Swan, Miranda Eliot"
37827,"Robins, Elizabeth"
37828,Aristophanes
37829,"Enochs, J. B. (James Byron)"
3783,"Gorky, Maksim"
37830,"Drachmann, Holger"
37834,"Colles, Julia Keese"
37835,"Shakespeare, William"
37836,"Janin, Jules Gabriel"
37837,"Lucia, Rose"
37838,"Onions, Oliver"
37839,"Johnstone, James, Sir"
3784,"Thorne, Mabel"
37840,"Burke, Oliver J. (Oliver Joseph)"
37841,"Nietzsche, Friedrich Wilhelm"
37842,"Gilbey, Walter, Sir"
37843,"Leyland, Francis A."
37844,"Leyland, Francis A."
37847,"Bjørnson, Bjørnstjerne"
37849,"D'Annunzio, Gabriele"
3785,"Henty, G. A. (George Alfred)"
37850,"Chandler, Henry W. (Henry William)"
37851,Various
37852,"Morley, Christopher"
37853,"Morris, William O'Connor"
37854,"Mistral, Frédéric"
37855,"Huntington, Ellsworth"
37856,"Bradford, Charles Barker"
37857,"Castlemon, Harry"
37858,"Gardiner, A. G. (Alfred George)"
37859,"Pickering, James E."
3786,"Kingsley, Henry"
37860,"Squire, John Collings, Sir"
37861,"Squire, John Collings, Sir"
37862,"Miller, Elizabeth"
37863,Hudson Motor Car Company
37864,"Jones, Jesse Henry"
37865,"McLaughlin, Edward T. (Edward Tompkins)"
37866,"Cambridge, Ada"
37867,"Collins, An, active 17th century"
37868,"Vlachos, Angelos"
37869,"Hugo, Victor"
3787,"Inchbald, Mrs."
37870,"Underhill, Evelyn"
37871,"Rankin, Carroll Watson"
37872,Various
37873,"Landor, Arnold Henry Savage"
37874,Various
37875,"Kock, Johan"
37876,"Rydberg, Viktor"
37878,"Brown, E. E. (Emma Elizabeth)"
37879,"Moraes, Wenceslau de"
3788,"Hadden, J. Cuthbert (James Cuthbert)"
37880,Various
37881,"Colum, Padraic"
37883,"Alexander, Gross"
37884,"Rafy, Mrs."
37885,"Dumas, Alexandre"
37886,Various
37887,"Mayer, Brantz"
37888,"Reid, T. Wemyss (Thomas Wemyss)"
37889,"Stephens, John L."
3789,"Shaw, Bernard"
37890,"Reed, John C. (John Calvin)"
37891,"Scott, Daniel"
37892,"Tocqueville, Alexis de"
37893,"Smith, Goldwin"
37894,"Lowery, George H., Jr."
37895,"Roos, Mathilda"
37896,"Souvestre, Émile"
37897,"Bushnell, David I. (David Ives)"
37899,"Warner, Gertrude Chandler"
379,"Gregory, Eliot"
3790,"Shaw, Bernard"
37900,"Gregorovius, Ferdinand"
37901,"Dare, Carl"
37902,"Roos, Mathilda"
37903,"Strang, Herbert, Mrs."
37904,Various
37905,"Bastide, Charles"
37906,"Williams, Wayland Wells"
37907,"Optic, Oliver"
37908,"Opie, Amelia"
37909,"Hope, Laura Lee"
3791,"Allen, James Lane"
37910,Various
37911,"Penrose, Margaret"
37912,"Morrison, Gertrude W."
37913,"Landon, Herman"
37914,"Fromentin, Eugène"
37915,"Mackintosh, Charles Henry"
37916,"Johnson, Gaylord"
37917,"Benson, E. F. (Edward Frederic)"
37918,United States. Department of the Interior
37919,"Onions, Oliver"
3792,"Southworth, Emma Dorothy Eliza Nevitte"
37920,"Dawson, Thomas Cleland"
37921,"Harper, Charles G. (Charles George)"
37922,"Collins, Dennis"
37923,"Fielding, Henry"
37924,Alexander Hamilton Institute (U.S.)
37925,"Crockett, Davy"
37926,"Copus, J. E. (John Edwin)"
37927,"Ward, Kenneth"
37928,"Merriman, Owen"
37929,"Chapman, Allen"
3793,"Mühlbach, L. (Luise)"
37930,"Roby, John"
37931,"Bracco, Roberto"
37932,"Bracco, Roberto"
37933,"Bracco, Roberto"
37934,"Bracco, Roberto"
37935,"Bracco, Roberto"
37936,"Bracco, Roberto"
37937,"Lucas, E. V. (Edward Verrall)"
37939,"Darling, Charles R. (Charles Robert)"
3794,"Seneca, Lucius Annaeus"
37940,"Koch, Rosalie"
37941,Various
37942,"Koons, Ulysses Sidney"
37943,"Sabin, Edwin L. (Edwin Legrand)"
37944,"Calvert, Albert Frederick"
37945,"Curie, Marie"
37946,Various
37947,"Stephens, John L."
37948,"Boothby, Guy"
37949,"Merington, Marguerite"
3795,"Alcott, Louisa May"
37950,"Dawson, Thomas Cleland"
37951,"Rolland, Romain"
37952,"Burgess, Thornton W. (Thornton Waldo)"
37953,"Waddington, Mary King"
37954,"Oxenham, John"
37955,"Marshall, Julian, Mrs."
37956,"Marshall, Julian, Mrs."
37957,"Marsh, George P. (George Perkins)"
37958,"Field, Walter"
3796,"Montgomery, L. M. (Lucy Maud)"
37960,"Kite, Elizabeth Sarah"
37961,"Andreyev, Leonid"
37962,"Maugham, W. Somerset (William Somerset)"
37963,"Marsh, Richard"
37964,"Kenealy, Arabella"
37965,"Maugham, W. Somerset (William Somerset)"
37966,"Marsh, Richard"
37967,"Walker, Stuart"
37968,"Fuller, Andrew S. (Andrew Samuel)"
37969,"Palacio Valdés, Armando"
3797,"Wells, H. G. (Herbert George)"
37971,Various
37972,"Warner, Anne"
37973,"Cholmondeley, Mary"
37974,"Cholmondeley, Mary"
37975,"Cholmondeley, Mary"
37976,"Baum, L. Frank (Lyman Frank)"
37979,"Verga, Giovanni"
3798,"Gronow, R. H. (Rees Howell)"
37980,Anonymous
37981,"Alcott, Louisa May"
37982,Various
37983,W. & R. Chambers Ltd.
37984,Various
37985,"Nicholson, Reynold Alleyne"
37986,"Negri, Gaetano"
37987,"Salignac, Bertrand de, seigneur de La Mothe-Fénelon, active 16th century"
37988,"Leslie, Eliza"
37989,"Sand, George"
3799,"Fisher, Joseph, F.R.H.S."
37990,"Wharton, Edith"
37991,"Heymann, Robert"
37992,"Defoe, Daniel"
37993,"Haskett Smith, W. P. (Walter Parry)"
37994,"Voss, Julius von"
37995,Various
37996,"Graeme, Elliott"
37997,"Dadd, George H."
37998,"Nordau, Max Simon"
37999,"Macy, Arthur"
380,"Stevenson, Robert Louis"
3800,"Spinoza, Benedictus de"
38000,"Elwell, J. B. (Joseph Bowne)"
38001,"Kock, Paul de"
38002,Various
38003,"Chapman, Frank M. (Frank Michler)"
38004,"Selander, Robert K."
38005,"Couperus, Louis"
38006,"Sheldon, Georgie, Mrs."
38008,"O'Shea, John Augustus"
38009,"Gallichan, Walter M. (Walter Matthew)"
3801,"Mühlbach, L. (Luise)"
38010,"Jewitt, John Rodgers"
38011,"Morris, Lewis"
38012,"Alfieri, Vittorio"
38013,"Lucas, Frederic A. (Frederic Augustus)"
38014,"Garner, James Wilford"
38015,"Agricola, Georg"
38016,Kṛṣṇadāsa Kavirāja Gosvāmi
38017,"Hazlitt, William Carew"
38018,"Roy, Lillian Elizabeth"
38019,"Rice, Alfred Ernest"
3802,"Gaboriau, Emile"
38020,"Carryl, Guy Wetmore"
38021,"Anderson, Sydney"
38022,"Rice, Harvey"
38023,"Kellogg, Clara Louise"
38024,"Waugh, F. A. (Frank Albert)"
38025,"Tolstoy, Leo, graf"
38026,"Bull, Jacob B. (Jacob Breda)"
38027,"Tolstaia, S. A. (Sofia Andreevna)"
38028,"Griffith, George Chetwynd"
38029,"Jackson, Gabrielle E. (Gabrielle Emilie)"
3803,"Gaboriau, Emile"
38030,"Garis, Lilian"
38031,"Dreyfus, Alfred"
38032,"Payne, Harry Thom"
38033,"Klein, Felix"
38034,"Lebon, Ernest"
38035,"James, Henry"
